Date,DXY,VIX,DXY_Change
2023-01-03,104.5199966430664,22.89999961853028,
2023-01-04,104.25,22.01000022888184,-0.258320562321146
2023-01-05,105.04000091552734,22.459999084472656,0.7577946431917004
2023-01-06,103.87999725341795,21.1299991607666,-1.1043446801207168
2023-01-09,103.0,21.96999931335449,-0.8471286837553493
2023-01-10,103.23999786376952,20.57999992370605,0.233007634727711
2023-01-11,103.19000244140624,21.09000015258789,-0.0484264077855289
2023-01-12,102.25,18.82999992370605,-0.9109433270340416
2023-01-13,102.1999969482422,18.350000381469727,-0.0489027401054387
2023-01-17,102.38999938964844,19.36000061035156,0.1859123748335189
2023-01-18,102.36000061035156,20.34000015258789,-0.0292985442676974
2023-01-19,102.05999755859376,20.520000457763672,-0.2930862152881519
2023-01-20,102.01000213623048,19.850000381469727,-0.0489863056625905
2023-01-23,102.13999938964844,19.809999465942383,0.1274357912907087
2023-01-24,101.91999816894533,19.200000762939453,-0.215391836712131
2023-01-25,101.63999938964844,19.07999992370605,-0.2747240819537144
2023-01-26,101.83999633789062,18.729999542236328,0.1967699227107155
2023-01-27,101.93000030517578,18.51000022888184,0.0883778186583361
2023-01-30,102.27999877929688,19.940000534057617,0.3433714049575265
2023-01-31,102.0999984741211,19.39999961853028,-0.1759877858076519
2023-02-01,101.22000122070312,17.8700008392334,-0.8618974207340591
2023-02-02,101.75,18.729999542236328,0.5236107220955688
2023-02-03,102.91999816894533,18.32999992370605,1.1498753503148107
2023-02-06,103.62000274658205,19.43000030517578,0.6801443743592372
2023-02-07,103.43000030517578,18.65999984741211,-0.1833646365276831
2023-02-08,103.41000366210938,19.6299991607666,-0.0193335038261688
2023-02-09,103.22000122070312,20.709999084472656,-0.1837370028794138
2023-02-10,103.62999725341795,20.530000686645508,0.3972059948325279
2023-02-13,103.3499984741211,20.34000015258789,-0.2701908585524326
2023-02-14,103.2300033569336,18.90999984741211,-0.1161055819633549
2023-02-15,103.91999816894533,18.229999542236328,0.6684052984343714
2023-02-16,103.86000061035156,20.170000076293945,-0.0577343722583667
2023-02-17,103.86000061035156,20.020000457763672,0.0
2023-02-21,104.18000030517578,22.8700008392334,0.3081067715614116
2023-02-22,104.58999633789062,22.290000915527344,0.3935458163887961
2023-02-23,104.5999984741211,21.13999938964844,0.0095631863282097
2023-02-24,105.20999908447266,21.670000076293945,0.5831745881932138
2023-02-27,104.66999816894533,20.950000762939453,-0.5132600705506918
2023-02-28,104.87000274658205,20.700000762939453,0.191081094043688
2023-03-01,104.4800033569336,20.57999992370605,-0.3718884136876266
2023-03-02,105.02999877929688,19.59000015258789,0.5264121407848155
2023-03-03,104.5199966430664,18.489999771118164,-0.4855775894105796
2023-03-06,104.3499984741211,18.61000061035156,-0.1626465503303142
2023-03-07,105.62000274658205,19.59000015258789,1.2170620901119644
2023-03-08,105.66000366210938,19.11000061035156,0.0378724810520259
2023-03-09,105.30999755859376,22.61000061035156,-0.3312569481209837
